name,FIRSTNAME,LASTNAME,info,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,practices,cityofpractice,probonoserviceprovided,clientdemographics,gender
Gatik Issac,Gatik,Issac,"Gatik Issac has 1 years of experience in Criminal Law, Tax Law, and Constitutional Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 356.6572756327271 USD per hour. He takes 102.10014603246545 Avg Days for Disposal. He speaks: Marathi, Odia and Kannada. He practices at Konda, Badami and Mangat, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",1,"Criminal Law, Tax Law, and Constitutional Law",4,High Court,356.6572756,102.100146,"Marathi, Odia and Kannada","Konda, Badami and Mangat",Mumbai,yes,Large Corporations,male
Arhaan Bhalla,Arhaan,Bhalla,"Arhaan Bhalla has 15 years of experience in Real Estate Law, Medical Law, and Banking and Finance Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 78.59107509076335 USD per hour. He takes 45.852876517924 Avg Days for Disposal. He speaks: Tamil, Gujarati and Odia. He practices at Sule, Madan and Anne, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",15,"Real Estate Law, Medical Law, and Banking and Finance Law",2,Specialized Court,78.59107509,45.85287652,"Tamil, Gujarati and Odia","Sule, Madan and Anne",Hyderabad,no,Small Businesses,male
Kismat Taneja,Kismat,Taneja,"Kismat Taneja has 8 years of experience in Banking and Finance Law, Environmental Law, and Medical Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 228.31130606738267 USD per hour. He takes 74.9388055056746 Avg Days for Disposal. He speaks: Urdu, Marathi and Odia. He practices at Lad, Chatterjee and Sarna, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",8,"Banking and Finance Law, Environmental Law, and Medical Law",5,High Court,228.3113061,74.93880551,"Urdu, Marathi and Odia","Lad, Chatterjee and Sarna",Hyderabad,no,Large Corporations,male
Dhanush Das,Dhanush,Das,"Dhanush Das has 28 years of experience in Real Estate Law, Immigration Law, and Criminal Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 483.71794753468123 USD per hour. He takes 104.16577834253084 Avg Days for Disposal. He speaks: Telugu, Telugu and Tamil. He practices at Srivastava Ltd, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",28,"Real Estate Law, Immigration Law, and Criminal Law",4,Supreme Court,483.7179475,104.1657783,"Telugu, Telugu and Tamil",Srivastava Ltd,Delhi,yes,Individuals,male
Anaya Tandon,Anaya,Tandon,"Anaya Tandon has 11 years of experience in Banking and Finance Law, Constitutional Law, and Criminal Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 292.54139350255423 USD per hour. He takes 92.27485908217527 Avg Days for Disposal. He speaks: Tamil, Punjabi and Marathi. He practices at Anand, Choudhry and Sen, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Individuals.",11,"Banking and Finance Law, Constitutional Law, and Criminal Law",4,High Court,292.5413935,92.27485908,"Tamil, Punjabi and Marathi","Anand, Choudhry and Sen",Hyderabad,yes,Individuals,male
Indrajit Wason,Indrajit,Wason,"Indrajit Wason has 12 years of experience in Labor Law, Tax Law, and Intellectual Property Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 179.54577650068006 USD per hour. He takes 74.64366078438223 Avg Days for Disposal. He speaks: Punjabi, Marathi and Marathi. He practices at Dutt Inc, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",12,"Labor Law, Tax Law, and Intellectual Property Law",5,Supreme Court,179.5457765,74.64366078,"Punjabi, Marathi and Marathi",Dutt Inc,Kolkata,yes,Small Businesses,male
Shaan Kadakia,Shaan,Kadakia,"Shaan Kadakia has 12 years of experience in Labor Law, Consumer Protection Law, and Tax Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 104.12193340787309 USD per hour. He takes 80.4961572675928 Avg Days for Disposal. He speaks: Tamil, Telugu and Odia. He practices at Salvi-Luthra, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Individuals.",12,"Labor Law, Consumer Protection Law, and Tax Law",5,High Court,104.1219334,80.49615727,"Tamil, Telugu and Odia",Salvi-Luthra,Bangalore,yes,Individuals,male
Hridaan Balakrishnan,Hridaan,Balakrishnan,"Hridaan Balakrishnan has 4 years of experience in Labor Law, Constitutional Law, and Human Rights Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 366.5877530816887 USD per hour. He takes 61.40645069865929 Avg Days for Disposal. He speaks: Hindi, Assamese and Kannada. He practices at Deshpande, Bhatnagar and Madan, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",4,"Labor Law, Constitutional Law, and Human Rights Law",1,Specialized Court,366.5877531,61.4064507,"Hindi, Assamese and Kannada","Deshpande, Bhatnagar and Madan",Delhi,no,Large Corporations,male
Mohanlal Verma,Mohanlal,Verma,"Mohanlal Verma has 16 years of experience in Tax Law, Family Law, and Criminal Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 340.18521954337706 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Telugu, Telugu and Punjabi. He practices at Tandon, Dayal and Dalal, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",16,"Tax Law, Family Law, and Criminal Law",3.004576659,Specialized Court,340.1852195,89.33090202,"Telugu, Telugu and Punjabi","Tandon, Dayal and Dalal",Hyderabad,yes,Small Businesses,male
Anay Tank,Anay,Tank,"Anay Tank has 4 years of experience in Civil Law, Civil Law, and Intellectual Property Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 218.27242112169859 USD per hour. He takes 123.16034589023647 Avg Days for Disposal. He speaks: Telugu, Assamese and Punjabi. He practices at Trivedi, Bahri and Tank, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",4,"Civil Law, Civil Law, and Intellectual Property Law",5,Supreme Court,218.2724211,123.1603459,"Telugu, Assamese and Punjabi","Trivedi, Bahri and Tank",Bangalore,yes,Small Businesses,male
Pari Kari,Pari,Kari,"Pari Kari has 5 years of experience in Banking and Finance Law, Constitutional Law, and Criminal Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 477.92360833962545 USD per hour. He takes 102.07400086098488 Avg Days for Disposal. He speaks: Hindi, Odia and Assamese. He practices at Krishnamurthy, Mangal and Zachariah, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",5,"Banking and Finance Law, Constitutional Law, and Criminal Law",5,Specialized Court,477.9236083,102.0740009,"Hindi, Odia and Assamese","Krishnamurthy, Mangal and Zachariah",Delhi,no,Large Corporations,male
Fateh Doshi,Fateh,Doshi,"Fateh Doshi has 24 years of experience in Medical Law, Media and Entertainment Law, and Media and Entertainment Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 59.99126584453264 USD per hour. He takes 122.85625501782636 Avg Days for Disposal. He speaks: Gujarati, Marathi and Gujarati. He practices at Sane Group, and is based in Kolkata. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",24,"Medical Law, Media and Entertainment Law, and Media and Entertainment Law",3,High Court,59.99126584,122.856255,"Gujarati, Marathi and Gujarati",Sane Group,Kolkata,no,Large Corporations,male
Mannat Kulkarni,Mannat,Kulkarni,"Mannat Kulkarni has 5 years of experience in Family Law, Environmental Law, and Banking and Finance Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 186.6757332343216 USD per hour. He takes 103.2359563468497 Avg Days for Disposal. He speaks: Hindi, Odia and Assamese. He practices at Kapadia-Biswas, and is based in Bangalore. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",5,"Family Law, Environmental Law, and Banking and Finance Law",5,High Court,186.6757332,103.2359563,"Hindi, Odia and Assamese",Kapadia-Biswas,Bangalore,no,Large Corporations,male
Neysa Varkey,Neysa,Varkey,"Neysa Varkey has 8 years of experience in Tax Law, Intellectual Property Law, and Human Rights Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 464.48126883481166 USD per hour. He takes 105.41219015029037 Avg Days for Disposal. He speaks: Gujarati, Assamese and Telugu. He practices at Dada Group, and is based in Kolkata. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",8,"Tax Law, Intellectual Property Law, and Human Rights Law",2,Specialized Court,464.4812688,105.4121902,"Gujarati, Assamese and Telugu",Dada Group,Kolkata,no,Small Businesses,male
Jayan Buch,Jayan,Buch,"Jayan Buch has 10 years of experience in Immigration Law, Immigration Law, and Intellectual Property Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 194.42094724374817 USD per hour. He takes 119.61118031617536 Avg Days for Disposal. He speaks: Marathi, Punjabi and Marathi. He practices at Garde and Sons, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",10,"Immigration Law, Immigration Law, and Intellectual Property Law",4,High Court,194.4209472,119.6111803,"Marathi, Punjabi and Marathi",Garde and Sons,Bangalore,no,Large Corporations,male
Saksham Trivedi,Saksham,Trivedi,"Saksham Trivedi has 17 years of experience in Real Estate Law, Environmental Law, and Corporate Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 163.51377523482668 USD per hour. He takes 95.6589488901334 Avg Days for Disposal. He speaks: Odia, Tamil and Odia. He practices at Mahajan Ltd, and is based in Mumbai. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",17,"Real Estate Law, Environmental Law, and Corporate Law",4,District Court,163.5137752,95.65894889,"Odia, Tamil and Odia",Mahajan Ltd,Mumbai,no,Individuals,male
Hansh Arya,Hansh,Arya,"Hansh Arya has 28 years of experience in Consumer Protection Law, Labor Law, and Banking and Finance Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 290.3991844690613 USD per hour. He takes 87.19159017739679 Avg Days for Disposal. He speaks: Gujarati, Gujarati and Kannada. He practices at Upadhyay PLC, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",28,"Consumer Protection Law, Labor Law, and Banking and Finance Law",4,District Court,290.3991845,87.19159018,"Gujarati, Gujarati and Kannada",Upadhyay PLC,Mumbai,yes,Small Businesses,male
Krish Manne,Krish,Manne,"Krish Manne has 26 years of experience in Environmental Law, Human Rights Law, and Banking and Finance Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 420.71078746424206 USD per hour. He takes 105.48986274933019 Avg Days for Disposal. He speaks: Tamil, Tamil and Assamese. He practices at Guha-Dasgupta, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",26,"Environmental Law, Human Rights Law, and Banking and Finance Law",4,High Court,420.7107875,105.4898627,"Tamil, Tamil and Assamese",Guha-Dasgupta,Bangalore,yes,Large Corporations,male
Madhup Kalla,Madhup,Kalla,"Madhup Kalla has 9 years of experience in Constitutional Law, Corporate Law, and Medical Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 96.41604239526248 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Gujarati, Hindi and Assamese. He practices at Rama, Bhatnagar and Suri, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",9,"Constitutional Law, Corporate Law, and Medical Law",3.004576659,Specialized Court,96.4160424,89.33090202,"Gujarati, Hindi and Assamese","Rama, Bhatnagar and Suri",Bangalore,no,Small Businesses,male
Adira Gopal,Adira,Gopal,"Adira Gopal has 22 years of experience in Family Law, Consumer Protection Law, and Constitutional Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 474.35931934058124 USD per hour. He takes 82.80053035931687 Avg Days for Disposal. He speaks: Odia, Bengali and Hindi. He practices at Lad Ltd, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",22,"Family Law, Consumer Protection Law, and Constitutional Law",5,Supreme Court,474.3593193,82.80053036,"Odia, Bengali and Hindi",Lad Ltd,Kolkata,no,Individuals,male
Vardaniya Rau,Vardaniya,Rau,"Vardaniya Rau has 19 years of experience in Intellectual Property Law, Human Rights Law, and Human Rights Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 407.78279653152384 USD per hour. He takes 79.17646376489957 Avg Days for Disposal. He speaks: Punjabi, Malayalam and Telugu. He practices at Chad PLC, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",19,"Intellectual Property Law, Human Rights Law, and Human Rights Law",4,Specialized Court,407.7827965,79.17646376,"Punjabi, Malayalam and Telugu",Chad PLC,Hyderabad,no,Individuals,male
Hazel Lal,Hazel,Lal,"Hazel Lal has 29 years of experience in Human Rights Law, Human Rights Law, and Medical Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 131.56261499819837 USD per hour. He takes 92.0828404864632 Avg Days for Disposal. He speaks: Urdu, Tamil and Assamese. He practices at Choudhary-Mand, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",29,"Human Rights Law, Human Rights Law, and Medical Law",1,Supreme Court,131.562615,92.08284049,"Urdu, Tamil and Assamese",Choudhary-Mand,Chennai,yes,Large Corporations,male
Gatik Kala,Gatik,Kala,"Gatik Kala has 14 years of experience in Immigration Law, Tax Law, and Intellectual Property Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 370.4035825391732 USD per hour. He takes 102.47248300397493 Avg Days for Disposal. He speaks: Hindi, Urdu and Punjabi. He practices at Borah, Ramanathan and Agrawal, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Small Businesses.",14,"Immigration Law, Tax Law, and Intellectual Property Law",4,Specialized Court,370.4035825,102.472483,"Hindi, Urdu and Punjabi","Borah, Ramanathan and Agrawal",Bangalore,yes,Small Businesses,male
Shayak Chanda,Shayak,Chanda,"Shayak Chanda has 8 years of experience in Media and Entertainment Law, Real Estate Law, and Human Rights Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 223.2314251869007 USD per hour. He takes 101.97136572992342 Avg Days for Disposal. He speaks: Urdu, Gujarati and Bengali. He practices at Ratta, Shroff and D’Alia, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",8,"Media and Entertainment Law, Real Estate Law, and Human Rights Law",5,High Court,223.2314252,101.9713657,"Urdu, Gujarati and Bengali","Ratta, Shroff and D’Alia",Delhi,no,Large Corporations,male
Ela Kohli,Ela,Kohli,"Ela Kohli has 9 years of experience in Medical Law, Labor Law, and Environmental Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 231.0326051343434 USD per hour. He takes 68.63748599718602 Avg Days for Disposal. He speaks: Hindi, Bengali and Bengali. He practices at Lalla, Srinivas and Zacharia, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",9,"Medical Law, Labor Law, and Environmental Law",4,District Court,231.0326051,68.637486,"Hindi, Bengali and Bengali","Lalla, Srinivas and Zacharia",Delhi,no,Small Businesses,male
Manjari Balakrishnan,Manjari,Balakrishnan,"Manjari Balakrishnan has 22 years of experience in Media and Entertainment Law, Intellectual Property Law, and Human Rights Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 402.4805415974899 USD per hour. He takes 118.67409100594983 Avg Days for Disposal. He speaks: Assamese, Punjabi and Kannada. He practices at Keer, Banerjee and Kunda, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Large Corporations.",22,"Media and Entertainment Law, Intellectual Property Law, and Human Rights Law",3,Specialized Court,402.4805416,118.674091,"Assamese, Punjabi and Kannada","Keer, Banerjee and Kunda",Delhi,yes,Large Corporations,male
Miraan Balan,Miraan,Balan,"Miraan Balan has 11 years of experience in Media and Entertainment Law, Constitutional Law, and Criminal Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 483.2531635913295 USD per hour. He takes 80.38252605904725 Avg Days for Disposal. He speaks: Marathi, Odia and Urdu. He practices at Chahal, Sharma and Bhatt, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",11,"Media and Entertainment Law, Constitutional Law, and Criminal Law",2,Supreme Court,483.2531636,80.38252606,"Marathi, Odia and Urdu","Chahal, Sharma and Bhatt",Mumbai,yes,Large Corporations,male
Krish Dubey,Krish,Dubey,"Krish Dubey has 23 years of experience in Media and Entertainment Law, Civil Law, and Medical Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 106.99514278123726 USD per hour. He takes 86.02402504667131 Avg Days for Disposal. He speaks: Kannada, Urdu and Assamese. He practices at Anand and Sons, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Small Businesses.",23,"Media and Entertainment Law, Civil Law, and Medical Law",2,District Court,106.9951428,86.02402505,"Kannada, Urdu and Assamese",Anand and Sons,Hyderabad,yes,Small Businesses,male
Nitya Shah,Nitya,Shah,"Nitya Shah has 1 years of experience in Consumer Protection Law, Environmental Law, and Immigration Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Supreme Court. He charges 239.28360659546874 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Tamil, Bengali and Assamese. He practices at Singh, Bajaj and Sen, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",1,"Consumer Protection Law, Environmental Law, and Immigration Law",2.858744395,Supreme Court,239.2836066,89.76723953,"Tamil, Bengali and Assamese","Singh, Bajaj and Sen",Kolkata,yes,Small Businesses,male
Bhamini Kibe,Bhamini,Kibe,"Bhamini Kibe has 14 years of experience in Family Law, Family Law, and Constitutional Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 266.4237236379366 USD per hour. He takes 130.4749325390563 Avg Days for Disposal. He speaks: Tamil, Bengali and Assamese. He practices at Sant PLC, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Individuals.",14,"Family Law, Family Law, and Constitutional Law",2,High Court,266.4237236,130.4749325,"Tamil, Bengali and Assamese",Sant PLC,Hyderabad,yes,Individuals,male
Nishith Handa,Nishith,Handa,"Nishith Handa has 5 years of experience in Environmental Law, Corporate Law, and Corporate Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 219.3403176297489 USD per hour. He takes 93.6310600543195 Avg Days for Disposal. He speaks: Punjabi, Telugu and Urdu. He practices at Upadhyay, Gill and Majumdar, and is based in Mumbai. He does not provide pro bono services to the community. His Client Demographics is Individuals.",5,"Environmental Law, Corporate Law, and Corporate Law",2,District Court,219.3403176,93.63106005,"Punjabi, Telugu and Urdu","Upadhyay, Gill and Majumdar",Mumbai,no,Individuals,male
Raghav Rajan,Raghav,Rajan,"Raghav Rajan has 21 years of experience in Tax Law, Criminal Law, and Consumer Protection Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 213.43510567230126 USD per hour. He takes 77.23537378977653 Avg Days for Disposal. He speaks: Malayalam, Hindi and Marathi. He practices at Sarraf-Singhal, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Small Businesses.",21,"Tax Law, Criminal Law, and Consumer Protection Law",1,Supreme Court,213.4351057,77.23537379,"Malayalam, Hindi and Marathi",Sarraf-Singhal,Hyderabad,yes,Small Businesses,male
Nayantara Sanghvi,Nayantara,Sanghvi,"Nayantara Sanghvi has 26 years of experience in Medical Law, Media and Entertainment Law, and Intellectual Property Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 73.52090040271844 USD per hour. He takes 102.95885324943669 Avg Days for Disposal. He speaks: Kannada, Odia and Hindi. He practices at Sami, Shanker and Zachariah, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Individuals.",26,"Medical Law, Media and Entertainment Law, and Intellectual Property Law",5,Specialized Court,73.5209004,102.9588532,"Kannada, Odia and Hindi","Sami, Shanker and Zachariah",Hyderabad,yes,Individuals,male
Sumer Halder,Sumer,Halder,"Sumer Halder has 14 years of experience in Criminal Law, Labor Law, and Immigration Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 358.49237925318045 USD per hour. He takes 101.53703668965049 Avg Days for Disposal. He speaks: Kannada, Punjabi and Malayalam. He practices at Sabharwal-Mani, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",14,"Criminal Law, Labor Law, and Immigration Law",5,High Court,358.4923793,101.5370367,"Kannada, Punjabi and Malayalam",Sabharwal-Mani,Delhi,no,Individuals,male
Shray Sura,Shray,Sura,"Shray Sura has 4 years of experience in Constitutional Law, Human Rights Law, and Intellectual Property Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 246.29648770402042 USD per hour. He takes 87.18409464630174 Avg Days for Disposal. He speaks: Hindi, Malayalam and Gujarati. He practices at Sachar Group, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Small Businesses.",4,"Constitutional Law, Human Rights Law, and Intellectual Property Law",2,High Court,246.2964877,87.18409465,"Hindi, Malayalam and Gujarati",Sachar Group,Bangalore,yes,Small Businesses,male
Priyansh Talwar,Priyansh,Talwar,"Priyansh Talwar has 22 years of experience in Family Law, Civil Law, and Tax Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 137.65721118976705 USD per hour. He takes 102.60910069175074 Avg Days for Disposal. He speaks: Tamil, Marathi and Kannada. He practices at Yogi-Bassi, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",22,"Family Law, Civil Law, and Tax Law",2,High Court,137.6572112,102.6091007,"Tamil, Marathi and Kannada",Yogi-Bassi,Delhi,no,Small Businesses,male
Amira Choudhary,Amira,Choudhary,"Amira Choudhary has 23 years of experience in Civil Law, Criminal Law, and Criminal Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 417.2150760359308 USD per hour. He takes 77.62062058753703 Avg Days for Disposal. He speaks: Assamese, Tamil and Bengali. He practices at Sachar-Deol, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",23,"Civil Law, Criminal Law, and Criminal Law",2,Specialized Court,417.215076,77.62062059,"Assamese, Tamil and Bengali",Sachar-Deol,Hyderabad,no,Small Businesses,male
Ishita Gulati,Ishita,Gulati,"Ishita Gulati has 25 years of experience in Labor Law, Corporate Law, and Civil Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 411.1523366682326 USD per hour. He takes 82.60622587576121 Avg Days for Disposal. He speaks: Tamil, Gujarati and Bengali. He practices at Dutta Group, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Large Corporations.",25,"Labor Law, Corporate Law, and Civil Law",3,Specialized Court,411.1523367,82.60622588,"Tamil, Gujarati and Bengali",Dutta Group,Bangalore,yes,Large Corporations,male
Sumer Wali,Sumer,Wali,"Sumer Wali has 1 years of experience in Labor Law, Real Estate Law, and Labor Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is District Court. He charges 268.8762326400022 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Kannada, Hindi and Hindi. He practices at Chaudhuri and Sons, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",1,"Labor Law, Real Estate Law, and Labor Law",2.967963387,District Court,268.8762326,90.24561363,"Kannada, Hindi and Hindi",Chaudhuri and Sons,Kolkata,no,Small Businesses,male
Hiran Saxena,Hiran,Saxena,"Hiran Saxena has 22 years of experience in Constitutional Law, Real Estate Law, and Family Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 184.30279751649223 USD per hour. He takes 70.14073373670655 Avg Days for Disposal. He speaks: Hindi, Telugu and Marathi. He practices at Sachdeva Ltd, and is based in Chennai. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",22,"Constitutional Law, Real Estate Law, and Family Law",3,Specialized Court,184.3027975,70.14073374,"Hindi, Telugu and Marathi",Sachdeva Ltd,Chennai,no,Small Businesses,male
Aayush Lalla,Aayush,Lalla,"Aayush Lalla has 23 years of experience in Environmental Law, Immigration Law, and Tax Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 337.1417266084036 USD per hour. He takes 117.11446208506028 Avg Days for Disposal. He speaks: Gujarati, Telugu and Urdu. He practices at Raman-Mane, and is based in Bangalore. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",23,"Environmental Law, Immigration Law, and Tax Law",5,District Court,337.1417266,117.1144621,"Gujarati, Telugu and Urdu",Raman-Mane,Bangalore,no,Small Businesses,male
Zain Rajagopal,Zain,Rajagopal,"Zain Rajagopal has 19 years of experience in Banking and Finance Law, Banking and Finance Law, and Medical Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 179.66846109983138 USD per hour. He takes 114.62142941583471 Avg Days for Disposal. He speaks: Gujarati, Bengali and Tamil. He practices at Rajagopalan, Manda and Mandal, and is based in Mumbai. He does not provide pro bono services to the community. His Client Demographics is Individuals.",19,"Banking and Finance Law, Banking and Finance Law, and Medical Law",1,High Court,179.6684611,114.6214294,"Gujarati, Bengali and Tamil","Rajagopalan, Manda and Mandal",Mumbai,no,Individuals,male
Bhavin Arya,Bhavin,Arya,"Bhavin Arya has 8 years of experience in Consumer Protection Law, Corporate Law, and Immigration Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 156.20356864567043 USD per hour. He takes 90.98682972973444 Avg Days for Disposal. He speaks: Odia, Kannada and Marathi. He practices at Sha Inc, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",8,"Consumer Protection Law, Corporate Law, and Immigration Law",4,District Court,156.2035686,90.98682973,"Odia, Kannada and Marathi",Sha Inc,Delhi,yes,Small Businesses,male
Aarav Rajan,Aarav,Rajan,"Aarav Rajan has 15 years of experience in Tax Law, Corporate Law, and Tax Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 378.731594311847 USD per hour. He takes 114.94397170784757 Avg Days for Disposal. He speaks: Bengali, Tamil and Marathi. He practices at Kadakia, Karan and Lata, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",15,"Tax Law, Corporate Law, and Tax Law",1,Supreme Court,378.7315943,114.9439717,"Bengali, Tamil and Marathi","Kadakia, Karan and Lata",Delhi,yes,Individuals,male
Hunar Chadha,Hunar,Chadha,"Hunar Chadha has 21 years of experience in Labor Law, Criminal Law, and Real Estate Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 68.14635787442782 USD per hour. He takes 87.59888270087542 Avg Days for Disposal. He speaks: Telugu, Hindi and Punjabi. He practices at Khanna and Sons, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Large Corporations.",21,"Labor Law, Criminal Law, and Real Estate Law",5,High Court,68.14635787,87.5988827,"Telugu, Hindi and Punjabi",Khanna and Sons,Hyderabad,yes,Large Corporations,male
